name,category,details
suorin-drop-replacement-pod-cartridges,NA,  GET FREE SHIPPING ON ORDERS OVER $50.00.
smok-nord-replacement-pod,NA,"The SMOK Nord Replacement Pod features a nifty design mouthpiece with a 3mL refillable juice capacity, cleverly built with a simple filling method to accommodate a wide range of flavorful nicotine salt e-liquid.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Quick Links:| SMOK Nord POD Kit| SMOK Nord Replacement Coils| SMOK NORD Refillable Pod Cartridge Features:| With Coil| Without Coil| Specifications Comes with 0.6ohm mesh coil and 1.4ohm regular coil
1 x Nord replacement pod| 3 x Nord replacement empty pods| Fillable Pod System - Replaceable Cartridge
3mL Juice Capacity
Organic Cotton
Proprietary Magnetized Gold-Plated Connection GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK Nord Replacement Pod features a nifty design mouthpiece with a 3mL refillable juice capacity, cleverly built with a simple filling method to accommodate a wide range of flavorful nicotine salt e-liquid.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Quick Links:

SMOK Nord POD Kit

SMOK Nord Replacement Coils

SMOK NORD Refillable Pod Cartridge Features:

With Coil

Comes with 0.6ohm mesh coil and 1.4ohm regular coil
1 x Nord replacement pod

Without Coil

3 x Nord replacement empty pods

Specifications

Fillable Pod System - Replaceable Cartridge
3mL Juice Capacity
Organic Cotton
Proprietary Magnetized Gold-Plated Connection"
suorin-air-plus-replacement-pod,Vape Devices,"The Suorin AIR PLUS Replacement Pods are a set of 3.2mL refillable pods featuring a 0.7ohm integrated coil option, oil baffle design to prevent leaks, and possesses a bottom fill system that is silicone stoppered.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| The Suorin AIR PLUS Replacement Pods are a set of 3.2mL refillable pods featuring a 0.7ohm or 0.8ohm integrated coil option, oil baffle design to prevent leaks, and possesses a bottom fill system that is silicone stoppered.| Specifications: 0.7ohm Atomizer - Recommended for Free-Based E-Liquid – Using Nic salts results to stronger hit 
1.0ohm Atomizer - Recommended for Nicotine Salts E-Liquid
Refillable Pod 
3.2mL Juice Capacity
Bottom Fill System - Silicone Stopper
Oil Baffle Design
Horizontal coil Atomiser
Gold-Plated Magnetic Connection
Not Compatible with Suorin Air Pods
Detailed: The Replacement cartridges for Suorin Air PLUS can contain an astounding 3.2mL of either salt nic or freebase e-liquid, depending on which coil you choose - 0.7ohm or 0.1ohm. The Suorin Air Plus pod is attached to the battery casing through a magnetic connection alongside the gold-plated proprietary connection. The mouthpiece is discreetly placed on top of the cartridge to maintain stealth and simplicity. you can use Nicotine salts on 0.7ohm 
Wire Material: Kanthal Resistance 
Wicking Material: Organic Cotton  GET FREE SHIPPING ON ORDERS OVER $50.00.| The Suorin AIR PLUS Replacement Pods are a set of 3.2mL refillable pods featuring a 0.7ohm integrated coil option, oil baffle design to prevent leaks, and possesses a bottom fill system that is silicone stoppered.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

The Suorin AIR PLUS Replacement Pods are a set of 3.2mL refillable pods featuring a 0.7ohm or 0.8ohm integrated coil option, oil baffle design to prevent leaks, and possesses a bottom fill system that is silicone stoppered.

Specifications:

0.7ohm Atomizer - Recommended for Free-Based E-Liquid – Using Nic salts results to stronger hit 
1.0ohm Atomizer - Recommended for Nicotine Salts E-Liquid
Refillable Pod 
3.2mL Juice Capacity
Bottom Fill System - Silicone Stopper
Oil Baffle Design
Horizontal coil Atomiser
Gold-Plated Magnetic Connection
Not Compatible with Suorin Air Pods
Detailed: The Replacement cartridges for Suorin Air PLUS can contain an astounding 3.2mL of either salt nic or freebase e-liquid, depending on which coil you choose - 0.7ohm or 0.1ohm. The Suorin Air Plus pod is attached to the battery casing through a magnetic connection alongside the gold-plated proprietary connection. The mouthpiece is discreetly placed on top of the cartridge to maintain stealth and simplicity. you can use Nicotine salts on 0.7ohm 
Wire Material: Kanthal Resistance 
Wicking Material: Organic Cotton 
Includes:
1 x Suorin Air Plus Replacement Pod"
smok-infinix-2-replacement-pod,NA,"The SMOK INFINIX Replacement Pod Cartridges features a refillable pod element with 2mL juice capacity, cleverly designed with simple refill method to accommodate a wide range flavorful nic salt e-juice. Comes in a pack of 3.| | NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| The SMOK INFINIX Replacement Pod Cartridges features a refillable pod element with 2mL juice capacity, cleverly designed with simple refill method to accommodate a wide range flavorful nic salt e-juice. The atomizer core is integrated into the pod, utilizing a special cotton that is enclosed to provide optimal vapor production and flavor enhancement.| Quick Links:| Smok Infinix 2 Pod Kit| Specification: Fillable Pod System - Replaceable Cartridge
2mL Juice Capacity
Horizontal Coil Atomizer
Organic Cotton
Propreitary Magnetized Gold-Plated Connection GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK INFINIX Replacement Pod Cartridges features a refillable pod element with 2mL juice capacity, cleverly designed with simple refill method to accommodate a wide range flavorful nic salt e-juice. Comes in a pack of 3.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

The SMOK INFINIX Replacement Pod Cartridges features a refillable pod element with 2mL juice capacity, cleverly designed with simple refill method to accommodate a wide range flavorful nic salt e-juice. The atomizer core is integrated into the pod, utilizing a special cotton that is enclosed to provide optimal vapor production and flavor enhancement.

Quick Links:

Smok Infinix 2 Pod Kit

Specification:

Fillable Pod System - Replaceable Cartridge
2mL Juice Capacity
Horizontal Coil Atomizer
Organic Cotton
Propreitary Magnetized Gold-Plated Connection"
suorin-edge-replacement-pod,NA,"The Suorin EDGE Replacement Pod Cartridges delivers a convenient refillable pod element with 1.5mL juice capacity and a 1.4ohm atomizer core integrated into the pod. Comes in a pack of 1.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| The Suorin EDGE Replacement Pod Cartridges delivers a convenient refillable pod element with 1.5mL juice capacity and a 1.4ohm atomizer core integrated into the pod.| Quick Links:| Suorin EDGE Pod System| Suorin EDGE Replacement Pods Features: Fillable Pod System
1.5mL Juice Capacity
1.4ohm Atomizer Resistance
Horizontal Coil Atomizer
Organic Cotton
Magnetized Connection
Comes in a pack of 1 GET FREE SHIPPING ON ORDERS OVER $50.00.| The Suorin EDGE Replacement Pod Cartridges delivers a convenient refillable pod element with 1.5mL juice capacity and a 1.4ohm atomizer core integrated into the pod. Comes in a pack of 1.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

The Suorin EDGE Replacement Pod Cartridges delivers a convenient refillable pod element with 1.5mL juice capacity and a 1.4ohm atomizer core integrated into the pod.

Quick Links:

Suorin EDGE Pod System

Suorin EDGE Replacement Pods Features:

Fillable Pod System
1.5mL Juice Capacity
1.4ohm Atomizer Resistance
Horizontal Coil Atomizer
Organic Cotton
Magnetized Connection
Comes in a pack of 1"
uwell-caliburn-replacement-pods,Vape Devices,"The Uwell CALIBURN Replacement Pods are a set of food-grade plastic pods featuring a 2.0mL refillable pod, 1.4ohm Pod Coil Resistance, and possesses a top fill system, stoppered by the top cap drip tip mouthpiece. | NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Quick Links:| Uwell CALIBURN 11W Pod Kit| Specifications:| Includes: 2mL Capacity Juice Pods
Pod Coil Resistance: 1.4ohm
Food Grade Plastic Pod Construction
Dual Port Top Fill System - Top Cap Drip Tip| 4 x Caliburn Replacement Pod GET FREE SHIPPING ON ORDERS OVER $50.00.| The Uwell CALIBURN Replacement Pods are a set of food-grade plastic pods featuring a 2.0mL refillable pod, 1.4ohm Pod Coil Resistance, and possesses a top fill system, stoppered by the top cap drip tip mouthpiece. | NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Quick Links:

Uwell CALIBURN 11W Pod Kit

Specifications:

2mL Capacity Juice Pods
Pod Coil Resistance: 1.4ohm
Food Grade Plastic Pod Construction
Dual Port Top Fill System - Top Cap Drip Tip

Includes:

4 x Caliburn Replacement Pod"
lost-vape-orion-quest-replacement-pod,Vape Devices,"The Lost Vape Orion Quest Replacement Pod Cartridges are brilliantly designed 2ml refillable cartridge. Comes in a pack of two pods.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Specifications:| Includes: 1.0 Ohm 17w
2mL Refillable Pod Cartridge Design
Each Pod Lasts About 400 Puffs Per Pod
MTL Delrin Widebore Drip Tip
Best for: Intense Flavor 
Detailed: Featuring a 2mL refillable pod cartridge design, the 1.0-ohm KTR Orion Pod includes a drip tip for comfortable enjoyment and dual adjustable airflow and switch between great MTL and warm DTL experience for your preferred choice. The threaded top-fill design means refilling is quick and easy.
Wire Material: Kanthal Resistance 
Wicking Material: Organic Cotton and Wood Pulp.| 2 x Lost Vape Orion Refillable Pods GET FREE SHIPPING ON ORDERS OVER $50.00.| The Lost Vape Orion Quest Replacement Pod Cartridges are brilliantly designed 2ml refillable cartridge. Comes in a pack of two pods.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Specifications:

1.0 Ohm 17w
2mL Refillable Pod Cartridge Design
Each Pod Lasts About 400 Puffs Per Pod
MTL Delrin Widebore Drip Tip
Best for: Intense Flavor 
Detailed: Featuring a 2mL refillable pod cartridge design, the 1.0-ohm KTR Orion Pod includes a drip tip for comfortable enjoyment and dual adjustable airflow and switch between great MTL and warm DTL experience for your preferred choice. The threaded top-fill design means refilling is quick and easy.
Wire Material: Kanthal Resistance 
Wicking Material: Organic Cotton and Wood Pulp.

Includes:

2 x Lost Vape Orion Refillable Pods"
ovns-w01-replacement-pod,NA,  GET FREE SHIPPING ON ORDERS OVER $50.00.
vaporesso-renova-zero-replacement-pod-2-packs,Vape Devices,"The Vaporesso Renova Zero Replacement Pods are specially designed for the Zero Ultra Portable System. It features a PTCG-constructed shell with 1.6mL e-liquid capacity, as well as CCELL Coil with ceramic technology. The utilization of ceramic heating elements delivers a tremendous aroma of flavours, with reduced in spit-back and dry hit for longevity.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.| Quick Link:| Vaporesso Renova Zero Pod System| Specifications: 1.0Ohm (MTL)
Capacity: 2ml
Main Material: PCTG
Best For: Purest Flavor – Tight Draw - minimize the spit back and dry hits.
Detailed: It is designed for the Vaporesso Renova Zero Pod Kit with 2ml e-juice capacity, featuring the new innovative press to fill system which allows easy filling and improved leak prevention. With the unique CCELL coil, it is optimized for high nicotine and getting the purest flavors The PTF mechanism automatically locks after your refill
Wire Material: Ceramic Resistance 
Wicking Material: Organic Cotton GET FREE SHIPPING ON ORDERS OVER $50.00.| The Vaporesso Renova Zero Replacement Pods are specially designed for the Zero Ultra Portable System. It features a PTCG-constructed shell with 1.6mL e-liquid capacity, as well as CCELL Coil with ceramic technology. The utilization of ceramic heating elements delivers a tremendous aroma of flavours, with reduced in spit-back and dry hit for longevity.| NOTE: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED.

Quick Link:

Vaporesso Renova Zero Pod System

Specifications:

1.0Ohm (MTL)
Capacity: 2ml
Main Material: PCTG
Best For: Purest Flavor – Tight Draw - minimize the spit back and dry hits.
Detailed: It is designed for the Vaporesso Renova Zero Pod Kit with 2ml e-juice capacity, featuring the new innovative press to fill system which allows easy filling and improved leak prevention. With the unique CCELL coil, it is optimized for high nicotine and getting the purest flavors The PTF mechanism automatically locks after your refill
Wire Material: Ceramic Resistance 
Wicking Material: Organic Cotton"
elate-luna-tank,Vape Devices,"Elate Luna tank has a 2ml liquid capacity Pyrex glass, Luna atomizer with bottom airflow control and bottom-fill design, Designed for Mouth to lung inhale vapers. Elate Tank clearomizer has solved the liquid spitting issue, which has been the most common problem for bottom coil clearomizers.| Specification:| The Luna Atomizer By ELATE Vape has a 2ml liquid capacity Pyrex glass, Luna atomizer with bottom airflow control and bottom-fill design, Designed for Mouth to lung inhale vapers. Elate Tank clearomizer has solved the liquid spitting issue, which has been the most common problem for bottom coil clearomizers. The issue is effectively prevented by blocking any liquids that gets spitted to mouth while passing the vaporized liquids when inhaling by the star-shaped shield.| Quick Links:| Elate Luna Replacement Coils| Elate Luna Replacement Glass| Features:| How to refill e-Liquid: Liquid Capacity: 2ml
Atomizer Resistance: 1.6ohm
Stainless Steel Body
Adjustable Airflow Ring
Anti-Leak and No-Spit back Star shield Design
High-Grade Chrome Polish Coating
Pyrex Glass Tank
Organic Cotton Coils (unbleached)
Connection: 510 Threaded
Diameter: 16mm
Weight: 23.8g GET FREE SHIPPING ON ORDERS OVER $50.00.| Elate Luna tank has a 2ml liquid capacity Pyrex glass, Luna atomizer with bottom airflow control and bottom-fill design, Designed for Mouth to lung inhale vapers. Elate Tank clearomizer has solved the liquid spitting issue, which has been the most common problem for bottom coil clearomizers.| Specification:

The Luna Atomizer By ELATE Vape has a 2ml liquid capacity Pyrex glass, Luna atomizer with bottom airflow control and bottom-fill design, Designed for Mouth to lung inhale vapers. Elate Tank clearomizer has solved the liquid spitting issue, which has been the most common problem for bottom coil clearomizers. The issue is effectively prevented by blocking any liquids that gets spitted to mouth while passing the vaporized liquids when inhaling by the star-shaped shield.

Quick Links:

Elate Luna Replacement Coils

Elate Luna Replacement Glass

Features:

Liquid Capacity: 2ml
Atomizer Resistance: 1.6ohm
Stainless Steel Body
Adjustable Airflow Ring
Anti-Leak and No-Spit back Star shield Design
High-Grade Chrome Polish Coating
Pyrex Glass Tank
Organic Cotton Coils (unbleached)
Connection: 510 Threaded
Diameter: 16mm
Weight: 23.8g

How to refill e-Liquid:

Refill the e-Liquid by disassembling the base part of the tank.
Fill in the e-Liquid carefully.
After refilling, hold the tank up for 2 minutes until the coil is sufficiently wet."
wotofo-profile-unity-rta-tank,Vape Devices,"The Wotofo Profile Unity 25mm Mesh RTA is made in collaboration with Mr.JustRight1 and The Vapor Chronicles (TVC), adopting the unique build deck from the original Profile RDA, 3.5mL expandable juice capacity, and an ingenious leak-proof top fill.| NOTE: The colour will be chosen randomly due to limited stocks.
For colour options please visit your local Shosha stores.| Quick Links:| Wotofo Profile Unity RTA Tank Replacement Glass.| Specifications:| WOTOFO PROFILE UNITY RTA TANK| MESH COIL SPECS (OFRF NEXMESH)
Material: Kanthal A1
Size: 16*6.8mm (compatible with Profile RDA)
Resistance: 0.13ohm
Recommended Wattage: 60-70W| AGLETED ORGANIC COTTON
100% Organic
Diameter: 6mm (compatible with Profile RDA)| Includes: Diameter: 25mm
Overall Height: 48.5mm
Threading: 510 thread
E-liquid Capacity: 3.5ml (5ml tube included)
Filling Method: Top filling
Coil Type: Mesh coil
Airflow Type: Adjustable side airflow
Insulator Material: German PEEK| 1 x Profile Unity RTA
1 x 5ml Glass Tube
1 x 5ml Tube Adapter
1 x User Manual
1 x Bending Tool
1 x Screw Driver
2 x nexMesh Coil (0.13 ohm)
1 x 6mm Agleted Cotton*1
1 x Extra Orings & Screws, Springs GET FREE SHIPPING ON ORDERS OVER $50.00.| The Wotofo Profile Unity 25mm Mesh RTA is made in collaboration with Mr.JustRight1 and The Vapor Chronicles (TVC), adopting the unique build deck from the original Profile RDA, 3.5mL expandable juice capacity, and an ingenious leak-proof top fill.

NOTE: The colour will be chosen randomly due to limited stocks.
For colour options please visit your local Shosha stores.| Quick Links:

Wotofo Profile Unity RTA Tank Replacement Glass.

Specifications:

WOTOFO PROFILE UNITY RTA TANK

Diameter: 25mm
Overall Height: 48.5mm
Threading: 510 thread
E-liquid Capacity: 3.5ml (5ml tube included)
Filling Method: Top filling
Coil Type: Mesh coil
Airflow Type: Adjustable side airflow
Insulator Material: German PEEK

MESH COIL SPECS (OFRF NEXMESH)
Material: Kanthal A1
Size: 16*6.8mm (compatible with Profile RDA)
Resistance: 0.13ohm
Recommended Wattage: 60-70W

AGLETED ORGANIC COTTON
100% Organic
Diameter: 6mm (compatible with Profile RDA)

Includes:

1 x Profile Unity RTA
1 x 5ml Glass Tube
1 x 5ml Tube Adapter
1 x User Manual
1 x Bending Tool
1 x Screw Driver
2 x nexMesh Coil (0.13 ohm)
1 x 6mm Agleted Cotton*1
1 x Extra Orings & Screws, Springs"
ijoy-shogun-katana-sub-ohm-tank,Vape Devices,"The IJOY Shogun Sub-ohm Tank is constructed from premium components to create a refined vaping mate comparable to RDA. The robust metal base matches the diameter of the bubble glass to enlarge e-juice capacity to 6ml. Compatible with the innovative mesh coils featuring dense mesh holes to increase the contact area of liquid to organic cotton for heating evenly and effectively, fully remain saturated for the original flavour of the e-juice. Plus the easy top refill and adjustable airflow system to become your most loved tank, by making you fall in love with IJOY all over again.| NOTE: The colour will be chosen randomly due to limited stocks.| ONLINE EXCLUSIVE| Quick links:| IJOY Shogun Replacement Coils| Specifications:| Package includes: Size: 28*53.5mm 
E-juice: 6ml/4.2ml
Fill type: Top fill
Thread: 510
Drip tip: 510| 1* Shogun Sub-ohm Tank
1* Mesh Coil 0.2ohm (40-80W Pre-installed) 
1* Mesh Coil 0.2ohm (40-80W )
1* Replacement Glass
1* Tool Pack
1* Manual
1* Warranty Card GET FREE SHIPPING ON ORDERS OVER $50.00.| The IJOY Shogun Sub-ohm Tank is constructed from premium components to create a refined vaping mate comparable to RDA. The robust metal base matches the diameter of the bubble glass to enlarge e-juice capacity to 6ml. Compatible with the innovative mesh coils featuring dense mesh holes to increase the contact area of liquid to organic cotton for heating evenly and effectively, fully remain saturated for the original flavour of the e-juice. Plus the easy top refill and adjustable airflow system to become your most loved tank, by making you fall in love with IJOY all over again.

NOTE: The colour will be chosen randomly due to limited stocks.

ONLINE EXCLUSIVE| Quick links:

IJOY Shogun Replacement Coils

Specifications:

Size: 28*53.5mm 
E-juice: 6ml/4.2ml
Fill type: Top fill
Thread: 510
Drip tip: 510

Package includes:

1* Shogun Sub-ohm Tank
1* Mesh Coil 0.2ohm (40-80W Pre-installed) 
1* Mesh Coil 0.2ohm (40-80W )
1* Replacement Glass
1* Tool Pack
1* Manual
1* Warranty Card"
smoka-pressie-dual-coil-tank,Vape Devices,"made with the newest bottom dual coil system to produce more vapor and forward E-juice more easily to the heating part than regular Atomizer. The Smoka Pressie comes with eGo threading, it can work with most batteries/mod with eGo threading.| Quick Link:| Pressie Coil| Specification:| The SMOKA Vape Pressie made with the newest bottom dual coil system to produce more vapor and forward E-juice more easily to the heating part than regular Atomizer. The Smoka Pressie comes with eGo threading, it can work with most batteries/mod with eGo threading.| Features:| 1) 4 bottom wicks feeding the atomizer coils
2) SOLID construction
3) EASY to fill / maintain
4) Full 1.6ml capacity â€“ a perfect match for any eGo battery
5) Dual-coil 2.1ohm resistance
6) Rinse / re-atty / re-use â€“ extend how far your vaping dollar goes!
7) Clean vapor â€“ no polyfill like traditional Atomizers
8) SLEEK look on any eGo battery!|    GET FREE SHIPPING ON ORDERS OVER $50.00.| made with the newest bottom dual coil system to produce more vapor and forward E-juice more easily to the heating part than regular Atomizer. The Smoka Pressie comes with eGo threading, it can work with most batteries/mod with eGo threading.| Quick Link:

Pressie Coil

Specification:

The SMOKA Vape Pressie made with the newest bottom dual coil system to produce more vapor and forward E-juice more easily to the heating part than regular Atomizer. The Smoka Pressie comes with eGo threading, it can work with most batteries/mod with eGo threading.

Features:

1) 4 bottom wicks feeding the atomizer coils
2) SOLID construction
3) EASY to fill / maintain
4) Full 1.6ml capacity â€“ a perfect match for any eGo battery
5) Dual-coil 2.1ohm resistance
6) Rinse / re-atty / re-use â€“ extend how far your vaping dollar goes!
7) Clean vapor â€“ no polyfill like traditional Atomizers
8) SLEEK look on any eGo battery!

 "
partyvape-flog-tank,Vape Devices,"The Party Vape Flog Tank is optimized for flavour-focused experience, equipped with 3mL maximum juice capacity, bottom air slots, and 0.18ohm Coils with atomizer configurations.| Quick Links:| Party Vape Creek Coils| Specifications:| Size: 24.6mm x 4633| Material: Stainless Steel 303 + Anodized Alumium| Capacity: 3.0ml| Resistance: 0.18 ohm| Wattage Range: 40w-60w  GET FREE SHIPPING ON ORDERS OVER $50.00.| The Party Vape Flog Tank is optimized for flavour-focused experience, equipped with 3mL maximum juice capacity, bottom air slots, and 0.18ohm Coils with atomizer configurations.| Quick Links:

Party Vape Creek Coils

Specifications:

Size: 24.6mm x 4633

Material: Stainless Steel 303 + Anodized Alumium

Capacity: 3.0ml

Resistance: 0.18 ohm

Wattage Range: 40w-60w"
rincoe-mechman-mesh-tank,Vape Devices,"Mechman mesh tank is perfect with Mechman 228W mod in size and the using experience.| Wide 810 resin drip tip will bring you increased airflow and excellent appearance.| Quick Links:| Rincoe Mechman Single Mesh Coils| Rincoe Mechman Replacement Glass| Specifications:| Includes: Dimension: 28 x 36mm
Tank capacity: 4.5ml(max) 
Resistance: single mesh coil: 0.25ohm (40-60W); Dual mesh coil: 0.2ohm (50-80W) 
Drip Tip: 810 drip tip 
Material: Resin/Stainless steel/Quartz bubble glass | 1 x Rincoe Mechman Mesh Tank
1 x Single mesh coil (pre-installed)
1 x Replacement glass
1 x extra coil  GET FREE SHIPPING ON ORDERS OVER $50.00.| Mechman mesh tank is perfect with Mechman 228W mod in size and the using experience.

Wide 810 resin drip tip will bring you increased airflow and excellent appearance.| Quick Links:

Rincoe Mechman Single Mesh Coils

Rincoe Mechman Replacement Glass

Specifications:

Dimension: 28 x 36mm
Tank capacity: 4.5ml(max) 
Resistance: single mesh coil: 0.25ohm (40-60W); Dual mesh coil: 0.2ohm (50-80W) 
Drip Tip: 810 drip tip 
Material: Resin/Stainless steel/Quartz bubble glass 

Includes:

1 x Rincoe Mechman Mesh Tank
1 x Single mesh coil (pre-installed)
1 x Replacement glass
1 x extra coil "
geekvape-aegis-boost-replacement-coils,Vape Devices,"The Geekvape Aegis Boost Coil is designed for Geekvape Aegis Boost kit and Geekvape Aegis Boost cartridge with 0.4ohm/0.6ohm coil. And he Aegis Boost coil is definitely a excellent replacement coil with the high-quality flavor.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Includes:  0.4 ohm: 25-33w (DTL) - Best For: Great Clouds and Flavor for its size 
0.6 ohm: 15-25w (MTL) - Best For: similar performance taking less juice and less battery
Detailed : Enjoy massive vapor production and delightful flavor no matter which coil you choose, Both are single mesh design for improved taste, vapor, and coil longevity, The Lower resistance you go you get more flavour and Vapor – Both the coils are compatible for Nicotine salts and free Base E- juices
Wire Material: Kanthal Single Mesh Coil
Wicking Material: Organic Cotton| 5 x Replacement Coils  GET FREE SHIPPING ON ORDERS OVER $50.00.| 


The Geekvape Aegis Boost Coil is designed for Geekvape Aegis Boost kit and Geekvape Aegis Boost cartridge with 0.4ohm/0.6ohm coil. And he Aegis Boost coil is definitely a excellent replacement coil with the high-quality flavor.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

0.4 ohm: 25-33w (DTL) - Best For: Great Clouds and Flavor for its size 
0.6 ohm: 15-25w (MTL) - Best For: similar performance taking less juice and less battery
Detailed : Enjoy massive vapor production and delightful flavor no matter which coil you choose, Both are single mesh design for improved taste, vapor, and coil longevity, The Lower resistance you go you get more flavour and Vapor – Both the coils are compatible for Nicotine salts and free Base E- juices
Wire Material: Kanthal Single Mesh Coil
Wicking Material: Organic Cotton

Includes: 

5 x Replacement Coils "
smok-rpm40-rba-replacement-coil,Vape Devices,"The SMOK RPM40 RBA Coil is best compatible with SMOK RPM40 Kit. It comes with 0.6ohm coil resistance.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.| Using the coils out of the recommended range may shorten the coil lifespan.| Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED| Specifications:| Compatible with (RPM Replacement Pods): Coil: 0.6ohm| SMOK RPM40 Pod Kit
SMOK RPM80 Pod Kit
SMOK RPM80 Pro Pod Kit
SMOK Pozz X Pod Kit
SMOK Alike 40W Pod Kit
SMOK Nord 2 40W Pod Kit
SMOK Fetch Mini 40W Pod Kit
SMOK Fetch Pro 80W VW Pod Kit
SMOK RPM Lite 40W Pod Kit GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK RPM40 RBA Coil is best compatible with SMOK RPM40 Kit. It comes with 0.6ohm coil resistance.| For the Best performance & vaping experience, we recommend using the coil within the wattage range stated on the coil by the manufacturer.

Using the coils out of the recommended range may shorten the coil lifespan.

Note: THIS PRODUCT IS NOT COVERED UNDER WARRANTY AND UN-SEALED COILS/PODS WILL NOT BE EXCHANGED

Specifications:

Coil: 0.6ohm

Compatible with (RPM Replacement Pods):

SMOK RPM40 Pod Kit
SMOK RPM80 Pod Kit
SMOK RPM80 Pro Pod Kit
SMOK Pozz X Pod Kit
SMOK Alike 40W Pod Kit
SMOK Nord 2 40W Pod Kit
SMOK Fetch Mini 40W Pod Kit
SMOK Fetch Pro 80W VW Pod Kit
SMOK RPM Lite 40W Pod Kit
Includes:
1 x SMOK RPM40 RBA Coil"
