name,category,details
shisha-glass-shadow-hookah-1xhose-45cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass Shadow Hookah 1xHose 45cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass Shadow Hookah 1xHose 45cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
premium-shisha-hose,Hookahs,"This hose will make your smoking experience much cleaner and smooth.
The product colour may vary depending on stock availability.  GET FREE SHIPPING ON ORDERS OVER $50.00.| This hose will make your smoking experience much cleaner and smooth.
The product colour may vary depending on stock availability.| "
shisha-hookah-1xhose-85cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Hookah 1xHose 85cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Hookah 1xHose 85cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-1-hookah-1xhose-50cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-1 Hookah 1xHose 50cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-1 Hookah 1xHose 50cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-2-hookah-1xhose-55cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-2 Hookah 1xHose 55cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-2 Hookah 1xHose 55cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-3-hookah-1xhose-50cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-3 Hookah 1xHose 50cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-3 Hookah 1xHose 50cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-4-hookah-1xhose-45cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-4 Hookah 1xHose 45cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-4 Hookah 1xHose 45cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-8-hookah-1xhose-65cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass Shadow Hookah 1xHose 45cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass Shadow Hookah 1xHose 45cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
nbt-b-29-art-decoration-metal-grinder-50mm-4xparts,Smoking,"Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. Anodized for smooth finish; this means no wear or smudge marks.| Note: Color/Design may change subjective to stock availability | Product descriptions:| Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. We also want you to know that you're getting the new NBT experience so there have been a few more added features to help prevent counterfeiting and improve your overall grinding experience.| Made from Aircraft Grade Aluminium Rod using the newest in CNC machining technology. Anodized for smooth finish; this means no wear or smudge marks. Razor sharp Diamond Cutting Blades for extreme efficiency. Stainless steel pollen screen allows for only the finest pollen to fall to the bottom catch. Powerful Neodymium Magnets for incredible closure. Thin poly ring around top grinding section, for smooth grinding and no friction. Comes with protective pouch!| Features:| Package Includes:| How to use: Cool NBT logo design
Pollen filter
Lexan O-ring
Scraper
Strong magnet
Pollen collecting compartment| 1 x NBT B-29 Art Decoration Metal Grinder 50mm 4xParts
1 x Drawstring bag| Remove the top lid from the grinder
Break the tobacco into piece and evenly distribute them on the grinder teeth (Do not place any tobacco in the centre of the grinder teeth as this is where the magnet is that holds the lid in place)
Take the lid of the grinder and place it on top of the grinder teeth so that the centre magnet holds the lid in place
Gently spin the lid for 5-10 times
Now that it is ready, remove the upper two sections of the grinder, this can be done by firmly grasp the base of the grinder with one hand and use your other hand to twist off the top two sections, this will reveal the third section with your ground tobacco GET FREE SHIPPING ON ORDERS OVER $50.00.| Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. Anodized for smooth finish; this means no wear or smudge marks.

Note: Color/Design may change subjective to stock availability | Product descriptions:

Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. We also want you to know that you're getting the new NBT experience so there have been a few more added features to help prevent counterfeiting and improve your overall grinding experience.

Made from Aircraft Grade Aluminium Rod using the newest in CNC machining technology. Anodized for smooth finish; this means no wear or smudge marks. Razor sharp Diamond Cutting Blades for extreme efficiency. Stainless steel pollen screen allows for only the finest pollen to fall to the bottom catch. Powerful Neodymium Magnets for incredible closure. Thin poly ring around top grinding section, for smooth grinding and no friction. Comes with protective pouch!

Features:

Cool NBT logo design
Pollen filter
Lexan O-ring
Scraper
Strong magnet
Pollen collecting compartment

Package Includes:

1 x NBT B-29 Art Decoration Metal Grinder 50mm 4xParts
1 x Drawstring bag

How to use:

Remove the top lid from the grinder
Break the tobacco into piece and evenly distribute them on the grinder teeth (Do not place any tobacco in the centre of the grinder teeth as this is where the magnet is that holds the lid in place)
Take the lid of the grinder and place it on top of the grinder teeth so that the centre magnet holds the lid in place
Gently spin the lid for 5-10 times
Now that it is ready, remove the upper two sections of the grinder, this can be done by firmly grasp the base of the grinder with one hand and use your other hand to twist off the top two sections, this will reveal the third section with your ground tobacco"
shisha-glass-lg-15-hookah-1xhose-42cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-15 Hookah 1xHose 42cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-15 Hookah 1xHose 42cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-14-hookah-1xhose-42cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-14 Hookah 1xHose 42cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-14 Hookah 1xHose 42cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
shisha-glass-lg-18-hookah-1xhose-38cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-18 Hookah 1xHose 38cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-18 Hookah 1xHose 38cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
nz-scale-calibration-weight-10gm,Smoking,"How to calibrate your scale: Turn on the scale.
Press and hold the [M] key until the LCD display ""CAL”, release the [M] key.
Press [M] key again, the display will show ""CAL"" followed by the required calibration weight value.
Place the required calibration weight on the centre of the platform, the display will show ""PASS"" then return to the normal weighing mode.
Calibration is complete! You can turn off the scale. GET FREE SHIPPING ON ORDERS OVER $50.00.| 
If you own a Precise Digital Scale, you will want to maintain its accuracy. All scales require calibration from time to time. With the calibration weight, it will enable you to check and adjust the balance of your scale, ensuring that you get the most accurate measurement every time.| How to calibrate your scale:

Turn on the scale.
Press and hold the [M] key until the LCD display ""CAL”, release the [M] key.
Press [M] key again, the display will show ""CAL"" followed by the required calibration weight value.
Place the required calibration weight on the centre of the platform, the display will show ""PASS"" then return to the normal weighing mode.
Calibration is complete! You can turn off the scale."
shisha-glass-lg-5-hookah-1xhose-92cm,Hookahs,"Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.| This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.| The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-5 Hookah 1xHose 92cm): Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base GET FREE SHIPPING ON ORDERS OVER $50.00.| Here is an ultimate hookah with an attractive ""exotic"" vase and a unique stem design that is simply perfect for enjoying the great pleasure of hookah smoking with others.

This top quality hookah pipe set is an excellent choice both for beginners or hookah connoisseurs.

The product colour may vary depending on stock availability.| What’s in the box (Shisha Glass LG-5 Hookah 1xHose 92cm):

Bowl Grommet
Bowl
Ashtray
Stem
Tong
One Way Valve w/ Steel Bearing
Hose Grommet
Hose
Base Grommet
Base"
nbt-b-555-metal-grinder-50mm-4xparts,Smoking,"Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. Anodized for smooth finish; this means no wear or smudge marks.| Note: Color/Design may change subjective to stock availability | Product descriptions:| Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. We also want you to know that you're getting the new NBT experience so there have been a few more added features to help prevent counterfeiting and improve your overall grinding experience.| Made from Aircraft Grade Aluminium Rod using the newest in CNC machining technology. Anodized for smooth finish; this means no wear or smudge marks. Razor sharp Diamond Cutting Blades for extreme efficiency. Stainless steel pollen screen allows for only the finest pollen to fall to the bottom catch. Powerful Neodymium Magnets for incredible closure. Thin poly ring around top grinding section, for smooth grinding and no friction. Comes with protective pouch!| Features:| Package Includes:| How to use: Cool NBT logo design
Pollen filter
Lexan O-ring
Scraper
Strong magnet
Pollen collecting compartment| 1 x NBT B-555 Metal Grinder 50mm 4xParts
1 x Drawstring bag| Remove the top lid from the grinder
Break the tobacco into piece and evenly distribute them on the grinder teeth (Do not place any tobacco in the centre of the grinder teeth as this is where the magnet is that holds the lid in place)
Take the lid of the grinder and place it on top of the grinder teeth so that the centre magnet holds the lid in place
Gently spin the lid for 5-10 times
Now that it is ready, remove the upper two sections of the grinder, this can be done by firmly grasp the base of the grinder with one hand and use your other hand to twist off the top two sections, this will reveal the third section with your ground tobacco GET FREE SHIPPING ON ORDERS OVER $50.00.| Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. Anodized for smooth finish; this means no wear or smudge marks.

Note: Color/Design may change subjective to stock availability | Product descriptions:

Welcome to the new NBT Grinder! This re-designed grinder still provides you with the same great features of the original NBT Grinders, but with a few modest upgrades in ergo design and quality. We also want you to know that you're getting the new NBT experience so there have been a few more added features to help prevent counterfeiting and improve your overall grinding experience.

Made from Aircraft Grade Aluminium Rod using the newest in CNC machining technology. Anodized for smooth finish; this means no wear or smudge marks. Razor sharp Diamond Cutting Blades for extreme efficiency. Stainless steel pollen screen allows for only the finest pollen to fall to the bottom catch. Powerful Neodymium Magnets for incredible closure. Thin poly ring around top grinding section, for smooth grinding and no friction. Comes with protective pouch!

Features:

Cool NBT logo design
Pollen filter
Lexan O-ring
Scraper
Strong magnet
Pollen collecting compartment

Package Includes:

1 x NBT B-555 Metal Grinder 50mm 4xParts
1 x Drawstring bag

How to use:

Remove the top lid from the grinder
Break the tobacco into piece and evenly distribute them on the grinder teeth (Do not place any tobacco in the centre of the grinder teeth as this is where the magnet is that holds the lid in place)
Take the lid of the grinder and place it on top of the grinder teeth so that the centre magnet holds the lid in place
Gently spin the lid for 5-10 times
Now that it is ready, remove the upper two sections of the grinder, this can be done by firmly grasp the base of the grinder with one hand and use your other hand to twist off the top two sections, this will reveal the third section with your ground tobacco"
shosha-disposable-tank-4ml,Vape Devices,"Can't decide on a sub-ohm tank and want something without all the crazy bells and whistles? Grab the New Shosha Disposable Tank, which has a 4mL E-Juice Capacity Sub-Ohm tank designed to be thrown away with the end of the coil.| Specification:| Includes: G1 Mesh 0.5Ω ohm Coil
20W-40W
Material: Steel/PCTG
4mL E-Liquid Capacity
Thread: 510| 1 x Shosha Disposable Tank GET FREE SHIPPING ON ORDERS OVER $50.00.| Can't decide on a sub-ohm tank and want something without all the crazy bells and whistles? Grab the New Shosha Disposable Tank, which has a 4mL E-Juice Capacity Sub-Ohm tank designed to be thrown away with the end of the coil.| Specification:

G1 Mesh 0.5Ω ohm Coil
20W-40W
Material: Steel/PCTG
4mL E-Liquid Capacity
Thread: 510

Includes:

1 x Shosha Disposable Tank"
smok-nord-4-replacement-pods,Vape Devices,"The SMOK nord 4 Pods (3-Pack without coil) features a 4.5mL capacity, RPM and RPM 2 respective coil compatibility, and works with eJuice or nicotine salts.| Specifications:| Includes: 4.5mL Refillable Pod - RPM 2 & RPM Pod
RPM/RPM 2 coils compatibility.
Press-Fit Coil Installation
Magnetic Pod Connection| 3 x Replacement Pods GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK nord 4 Pods (3-Pack without coil) features a 4.5mL capacity, RPM and RPM 2 respective coil compatibility, and works with eJuice or nicotine salts.| Specifications:

4.5mL Refillable Pod - RPM 2 & RPM Pod
RPM/RPM 2 coils compatibility.
Press-Fit Coil Installation
Magnetic Pod Connection

Includes:

3 x Replacement Pods"
magical-butter-mb2e-240v-machine,Smoking,"Includes: Magical Glove
Purify Micron Filter 190
Magical Cookbook
Owner’s Manual
AU power cord. GET FREE SHIPPING ON ORDERS OVER $50.00.| 
The MagicalButter MB2e is the world’s first countertop botanical extractor, designed for infusing the essence into butter, tinctures, lotions, and more! Combining an immersion blender with a programmable thermostat and heating unit, the MB machine is designed to create incredible recipes and botanical infusions with little or no labor. The MagicalButter machine grinds, heats, stirs, and steeps your extract, all at the correct time intervals and temperature for a perfect infusion every time. As a result, you achieve your desired infusion easily, safely, and consistently.| Includes:

Magical Glove
Purify Micron Filter 190
Magical Cookbook
Owner’s Manual
AU power cord."
kiwi-vapor-chewberry-nicotine-salt-e-liquid-30ml,E-Liquids,"Previously known as Kiwi Vapor Chewberry Nicotine Salt E-liquid.| Flavor Profile: Sweet Strawberry, Chewy Candy| Size: 30ml| PG/VG: 50/50| Bite on this! Chewberry is made up of succulent sizable chunks of juicy strawberries and sweet chewy candy. Indulge in this sweet organic product and delightful chewy confection that will leave you craving more. Chewberry is guaranteed to satisfy your sweet tooth.| Nicotine Concentration: 11.4mg/ml - 22.80mg/ml  GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Kiwi Vapor Chewberry Nicotine Salt E-liquid.

Flavor Profile: Sweet Strawberry, Chewy Candy

Size: 30ml

PG/VG: 50/50| Bite on this! Chewberry is made up of succulent sizable chunks of juicy strawberries and sweet chewy candy. Indulge in this sweet organic product and delightful chewy confection that will leave you craving more. Chewberry is guaranteed to satisfy your sweet tooth.

Nicotine Concentration: 11.4mg/ml - 22.80mg/ml

Caution: Keep out of reach of children or pets. Wash contact area thoroughly if skin, eye or mouth contact with the substance occurs. Do not swallow. If taken into the mouth, rinse mouth thoroughly. Contact 0800 POISON (0800 764 766) for advice if swallowed. Seek medical advice if you feel unwell after contact with the substance or use of this product."
kiwi-vapor-icy-apple-nicotine-salt-e-liquid-30ml,E-Liquids,"Previously known as Kiwi Vapor Icy Apple Nicotine Salt E-liquid.| Flavor Profile: Red Apple, Green Apple, Menthol| Size: 30ml| PG/VG: 50/50| Have you had your apple a day yet? Kiwi Vapor IcyApple is a combination of crisp red apples and tasty green apples – accommodated with a cool menthol blast. Experience the rejuvenation of succulent, crisp apples and smooth, cool chill. Get in quick before you miss out!| Nicotine Concentration: 11.4mg/ml - 22.80mg/ml  GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Kiwi Vapor Icy Apple Nicotine Salt E-liquid.

Flavor Profile: Red Apple, Green Apple, Menthol

Size: 30ml

PG/VG: 50/50| Have you had your apple a day yet? Kiwi Vapor IcyApple is a combination of crisp red apples and tasty green apples – accommodated with a cool menthol blast. Experience the rejuvenation of succulent, crisp apples and smooth, cool chill. Get in quick before you miss out!

Nicotine Concentration: 11.4mg/ml - 22.80mg/ml

Caution: Keep out of reach of children or pets. Wash contact area thoroughly if skin, eye or mouth contact with the substance occurs. Do not swallow. If taken into the mouth, rinse mouth thoroughly. Contact 0800 POISON (0800 764 766) for advice if swallowed. Seek medical advice if you feel unwell after contact with the substance or use of this product."
kiwi-vapor-icy-berry-nicotine-salt-e-liquid-30ml,E-Liquids,"Previously known as Kiwi Vapor Icy Berry Nicotine Salt E-liquid.| Flavor Profile: Strawberry, Menthol| Size: 30ml| PG/VG: 50/50| SMOKA Kiwi Vapor Icy Berry Nicotine Salt E-Liquid is made up of strawberries and menthol and it is considered a mix of our most loved fruity vape flavours. The ripe juicy strawberries with the mild menthol kick will definitely cool down your summer.| Nicotine Concentration: 11.4mg/ml - 22.80mg/ml  GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Kiwi Vapor Icy Berry Nicotine Salt E-liquid.

Flavor Profile: Strawberry, Menthol

Size: 30ml

PG/VG: 50/50| SMOKA Kiwi Vapor Icy Berry Nicotine Salt E-Liquid is made up of strawberries and menthol and it is considered a mix of our most loved fruity vape flavours. The ripe juicy strawberries with the mild menthol kick will definitely cool down your summer.

Nicotine Concentration: 11.4mg/ml - 22.80mg/ml

Caution: Keep out of reach of children or pets. Wash contact area thoroughly if skin, eye or mouth contact with the substance occurs. Do not swallow. If taken into the mouth, rinse mouth thoroughly. Contact 0800 POISON (0800 764 766) for advice if swallowed. Seek medical advice if you feel unwell after contact with the substance or use of this product."
kiwi-vapor-nutty-creme-nicotine-salt-e-liquid-30ml,E-Liquids,"Previously known as Kiwi Vapor Nutty Creme Nicotine Salt E-liquid.| Flavor Profile: Hazelnuts, Almonds| Size: 30ml| PG/VG: 50/50| Vanilla bean ice cream topped with pulverised almond and hazelnuts. Kiwi Vapor Nutty Creme creates a smooth sensation combined with natural tones of hazelnuts and almonds. If you enjoy creamy flavours, then this is a must try! It’ll make you go nuts!| Nicotine Concentration: 11.4mg/ml - 22.80mg/ml  GET FREE SHIPPING ON ORDERS OVER $50.00.| Previously known as Kiwi Vapor Nutty Creme Nicotine Salt E-liquid.

Flavor Profile: Hazelnuts, Almonds

Size: 30ml

PG/VG: 50/50| Vanilla bean ice cream topped with pulverised almond and hazelnuts. Kiwi Vapor Nutty Creme creates a smooth sensation combined with natural tones of hazelnuts and almonds. If you enjoy creamy flavours, then this is a must try! It’ll make you go nuts!

Nicotine Concentration: 11.4mg/ml - 22.80mg/ml

Caution: Keep out of reach of children or pets. Wash contact area thoroughly if skin, eye or mouth contact with the substance occurs. Do not swallow. If taken into the mouth, rinse mouth thoroughly. Contact 0800 POISON (0800 764 766) for advice if swallowed. Seek medical advice if you feel unwell after contact with the substance or use of this product."
smok-tfv18-replacement-coils,Vape Devices,"The SMOK TFV18 Coils (3-Pack) is a set of mesh replacement coils offered in 0.33ohm Single Mesh for maximum flavor.| Specifications:| Includes: TFV18 Mesh Coil Series
0.33ohm TFV18 Meshed Coils - rated for 80-140W (Best at 100-110W)
Press-Fit Coil Installation
| 3 x Replacement Coils GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK TFV18 Coils (3-Pack) is a set of mesh replacement coils offered in 0.33ohm Single Mesh for maximum flavor.| Specifications:

TFV18 Mesh Coil Series
0.33ohm TFV18 Meshed Coils - rated for 80-140W (Best at 100-110W)
Press-Fit Coil Installation


Includes:

3 x Replacement Coils"
smok-tfv18-sub-ohm-tank,Vape Devices,"The SMOK TFV18 Sub-Ohm Tank features a 7.5mL capacity, utilizes native TFV18 Coils, and is cross-compatible with the TFV16 Mesh Coil Series.| Quick Links:| SMOK TFV18 Replacement Coils| Specifications:| Includes: 32mm Diameter
7.5mL Capacity
Optional 6.5mL Capacity
Pyrex Glass Construction
Superior 304 Stainless Steel Tank Construction
Top Filling System - Press and Slide
TFV18 Mesh Coil Series

0.33ohm TFV18 Meshed Coils - rated for 80-140W (Best at 100-110W)
0.15ohm TFV18 Dual Meshed Coils - rated for 80-140W (Best at 100-110W)
Press-Fit Coil Installation
Dual Slotted Bottom Airflow Control Ring
Threaded 510 Connection| 1 x TFV18 Tank
1 x 0.33ohm TFV18 Meshed Coil
1 x 0.15ohm TFV18 Dual Meshed Coil
1 x Replacement Bulb Glass Tube
1 x User Manual GET FREE SHIPPING ON ORDERS OVER $50.00.| The SMOK TFV18 Sub-Ohm Tank features a 7.5mL capacity, utilizes native TFV18 Coils, and is cross-compatible with the TFV16 Mesh Coil Series.| Quick Links:

SMOK TFV18 Replacement Coils

Specifications:

32mm Diameter
7.5mL Capacity
Optional 6.5mL Capacity
Pyrex Glass Construction
Superior 304 Stainless Steel Tank Construction
Top Filling System - Press and Slide
TFV18 Mesh Coil Series

0.33ohm TFV18 Meshed Coils - rated for 80-140W (Best at 100-110W)
0.15ohm TFV18 Dual Meshed Coils - rated for 80-140W (Best at 100-110W)
Press-Fit Coil Installation
Dual Slotted Bottom Airflow Control Ring
Threaded 510 Connection

Includes:

1 x TFV18 Tank
1 x 0.33ohm TFV18 Meshed Coil
1 x 0.15ohm TFV18 Dual Meshed Coil
1 x Replacement Bulb Glass Tube
1 x User Manual"
